City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
213,Mityana,UG,2021-03-27 18:23:06,0.4175,32.0228,73.4,78,20,4.61
214,Fort Nelson,CA,2021-03-27 18:23:06,58.8053,-122.7002,32.0,55,75,4.76
215,Haapiti,PF,2021-03-27 18:23:07,-17.5667,-149.8667,78.8,83,75,3.44
216,Xining,CN,2021-03-27 18:23:07,36.6167,101.7667,43.03,30,68,1.07
217,Chuy,UY,2021-03-27 18:23:07,-33.6971,-53.4616,75.15,80,91,2.17
218,Aasiaat,GL,2021-03-27 18:23:08,68.7098,-52.8699,-17.09,88,72,5.91
219,Vila Velha,BR,2021-03-27 18:23:08,-20.3297,-40.2925,84.2,70,20,13.8
220,Kieta,PG,2021-03-27 18:22:29,-6.2167,155.6333,78.17,86,100,5.32
221,Faya,SA,2021-03-27 18:23:08,18.3851,42.4509,66.2,63,0,5.75
222,Jalu,LY,2021-03-27 18:23:09,29.0331,21.5482,60.31,31,0,9.35
223,Igarka,RU,2021-03-27 18:23:09,67.4667,86.5833,8.71,96,100,5.88
224,Antofagasta,CL,2021-03-27 18:23:09,-23.65,-70.4,72.0,63,20,12.66
225,Luvianos,MX,2021-03-27 18:23:10,18.9167,-100.4,84.96,12,5,5.97
226,Tazovskiy,RU,2021-03-27 18:23:10,67.4667,78.7,2.23,96,99,13.8
227,Santa Maria,BR,2021-03-27 18:23:10,-29.6842,-53.8069,77.0,78,40,2.3
228,Huarmey,PE,2021-03-27 18:23:11,-10.0681,-78.1522,74.86,73,38,9.01
229,Gorin,RU,2021-03-27 18:23:11,51.1983,136.6669,23.29,98,96,2.08
230,Marzuq,YE,2021-03-27 18:23:11,14.4,46.4667,68.76,43,20,7.61
231,Namchi,IN,2021-03-27 18:23:11,27.1667,88.35,68.0,73,20,6.24
232,Sidrolandia,BR,2021-03-27 18:23:11,-20.9319,-54.9614,89.6,40,75,9.22
233,Torit,SS,2021-03-27 18:23:12,4.4133,32.5678,80.67,48,96,3.31
234,Teguise,ES,2021-03-27 18:23:12,29.0605,-13.564,69.8,73,20,11.5
235,Shunyi,CN,2021-03-27 18:23:12,40.125,116.6453,55.0,87,56,4.47
236,Clyde River,CA,2021-03-27 18:21:13,70.4692,-68.5914,-0.4,71,75,1.16
237,Kavieng,PG,2021-03-27 18:23:13,-2.5744,150.7967,81.07,79,95,14.34
238,Payson,US,2021-03-27 18:23:13,40.0444,-111.7321,48.99,52,20,5.75
239,Pochutla,MX,2021-03-27 18:23:13,15.7432,-96.4661,91.0,40,1,12.66
240,Yar-Sale,RU,2021-03-27 18:23:13,66.8333,70.8333,-6.02,99,12,8.28
241,Ndele,CF,2021-03-27 18:23:14,8.4109,20.6473,85.41,38,84,1.61
242,Nanortalik,GL,2021-03-27 18:23:14,60.1432,-45.2371,10.42,69,17,21.23
243,Tautira,PF,2021-03-27 18:23:14,-17.7333,-149.15,78.8,83,75,3.44
244,Nueva Loja,EC,2021-03-27 18:23:15,0.0847,-76.8828,78.8,89,90,2.3
245,Obo,CF,2021-03-27 18:23:15,5.3998,26.4869,76.77,59,59,3.04
246,Vila Franca Do Campo,PT,2021-03-27 18:23:16,37.7167,-25.4333,60.8,59,20,11.5
247,Zhanaozen,KZ,2021-03-27 18:23:16,43.3,52.8,39.25,66,41,13.73
248,Malatya,TR,2021-03-27 18:22:11,38.5,38.0,41.0,42,0,14.97
249,Makat,KZ,2021-03-27 18:23:16,47.6469,53.3463,35.13,86,100,10.29
250,Cidreira,BR,2021-03-27 18:20:56,-30.1811,-50.2056,77.65,76,98,6.46
251,Aklavik,CA,2021-03-27 18:23:16,68.2191,-135.0107,-9.4,77,75,8.05
252,San Carlos,VE,2021-03-27 18:23:17,9.6612,-68.5827,93.42,30,96,3.24
253,Teeli,RU,2021-03-27 18:21:16,51.0333,90.2333,29.98,39,100,1.66
254,Haines Junction,CA,2021-03-27 18:23:17,60.7522,-137.5108,24.8,68,99,5.75
255,Hodal,IN,2021-03-27 18:23:17,27.9,77.3667,82.99,47,0,5.06
256,Okato,NZ,2021-03-27 18:23:17,-39.2,173.8833,57.99,77,100,5.01
257,Bichura,RU,2021-03-27 18:23:18,50.5881,107.6022,19.6,93,88,4.99
258,Porto Velho,BR,2021-03-27 18:23:18,-8.7619,-63.9039,86.0,66,40,8.05
259,Kirakira,SB,2021-03-27 18:23:18,-10.4544,161.9205,80.29,84,74,8.5
260,Fortuna,US,2021-03-27 18:18:27,40.5982,-124.1573,60.01,71,1,3.44
261,Arraial Do Cabo,BR,2021-03-27 18:23:18,-22.9661,-42.0278,93.2,70,0,16.11
262,Novobureyskiy,RU,2021-03-27 18:23:19,49.798,129.8774,33.82,95,100,4.83
263,Viedma,AR,2021-03-27 18:23:19,-40.8135,-62.9967,74.61,16,41,8.93
264,Mahbubnagar,IN,2021-03-27 18:23:19,16.7333,77.9833,88.18,21,71,2.95
265,Tevriz,RU,2021-03-27 18:23:20,57.509,72.4042,32.0,98,100,4.29
266,Los Llanos De Aridane,ES,2021-03-27 18:23:20,28.6585,-17.9182,69.8,56,75,6.91
267,Nantucket,US,2021-03-27 18:23:20,41.2835,-70.0995,50.0,66,1,11.5
268,Bethel,US,2021-03-27 18:23:21,41.3712,-73.414,64.0,39,90,6.91
269,Plettenberg Bay,ZA,2021-03-27 18:23:21,-34.0527,23.3716,62.33,73,80,6.13
270,Rundu,NA,2021-03-27 18:23:21,-17.9333,19.7667,70.23,72,91,3.89
